Datetime,Open,High,Low,Close,Volume
2023-08-23 11:00:00,1643.2,1643.98,1640.07,1641.83,514.69188
2023-08-23 11:15:00,1641.83,1642.98,1640.05,1640.46,500.00392
2023-08-23 11:30:00,1640.46,1644.23,1640.4,1644.05,278.59413
2023-08-23 11:45:00,1644.05,1644.74,1642.4,1642.4,166.16312
2023-08-23 12:00:00,1642.4,1645.65,1641.54,1644.6,265.38334
2023-08-23 12:15:00,1644.6,1645.6,1641.6,1642.63,251.24988
2023-08-23 12:30:00,1642.63,1643.68,1638.87,1639.3,518.11663
2023-08-23 12:45:00,1639.3,1640.4,1637.21,1638.17,506.9296
2023-08-23 13:00:00,1638.17,1639.39,1634.65,1636.35,603.77153
2023-08-23 13:15:00,1636.35,1640.06,1635.82,1639.41,477.18081
2023-08-23 13:30:00,1639.41,1640.59,1638.2,1638.81,416.70945
2023-08-23 13:45:00,1638.81,1651.6,1638.81,1649.07,1693.82605
2023-08-23 14:00:00,1649.07,1655.0,1644.49,1645.6,1292.45481
2023-08-23 14:15:00,1645.6,1649.59,1643.26,1649.0,1015.25663
2023-08-23 14:30:00,1649.0,1654.63,1647.41,1652.82,1093.71414
2023-08-23 14:45:00,1652.82,1658.62,1651.6,1652.55,1900.23833
2023-08-23 15:00:00,1652.55,1658.16,1652.0,1658.03,1101.78556
2023-08-23 15:15:00,1658.03,1659.49,1653.83,1655.8,1168.31155
2023-08-23 15:30:00,1655.8,1660.44,1654.6,1655.86,1247.1038
2023-08-23 15:45:00,1655.86,1659.59,1655.61,1657.39,557.24337
2023-08-23 16:00:00,1657.39,1661.95,1655.8,1659.1,796.8859
2023-08-23 16:15:00,1659.1,1683.0,1659.1,1676.81,10510.92743
2023-08-23 16:30:00,1676.81,1682.72,1675.64,1679.4,2075.67649
2023-08-23 16:45:00,1679.4,1686.0,1678.87,1681.99,1442.69478
2023-08-23 17:00:00,1681.99,1693.0,1678.95,1687.38,2022.63818
2023-08-23 17:15:00,1687.38,1693.68,1683.22,1686.21,1913.13558
2023-08-23 17:30:00,1686.21,1688.05,1684.66,1685.81,643.24308
2023-08-23 17:45:00,1685.81,1687.17,1682.67,1683.26,473.97278
2023-08-23 18:00:00,1683.26,1685.68,1681.62,1684.39,364.56279
2023-08-23 18:15:00,1684.39,1685.55,1680.51,1680.8,473.38985
